Key,Value
7269,"%key 요? 들어본 적 없어요. 전혀 기억나지 않네요. 중요한 일이라면 길드를 통하세요.[/record]
%key 개체가 문제인가요? 문제를 해결해 줄 수 있는 사람들을 알고 있죠.[/record]
%key 개체가 %fn 개체와 관련이 있나요? 아니라고요? 그럼 도와드릴 수 없겠네요, %pcf.[/record]
거리에서 평판이 좋으시더군요, %pcn. %key 에 대해서는 아는 게 없어서 미안하네요.[/end]"
7270,"물론이죠. %key 의 정체는 %hnt 입니다.[/record]
그건 %hnt 입니다.[/record]
알려드려도 괜찮을 것 같군요. %hnt 입니다.[/record]
%key 의 위치는 %hnt 에서 찾으실 수 있을 겁니다.[/record]
%hnt 쪽으로 가시는 게 좋을 겁니다.[/record]
오, 그건 %hnt 입니다.[/record]
음, %hnt 입니다.[/record]
%hnt 에서 찾으실 수 있을 겁니다. 다음번엔 정중하게 물어봐 주세요.[/record]
당신이 신경 쓸 일이라면, %hnt 에서 찾으실 수 있을 겁니다.[/end]"
7271,"음. 글쎄요, %hnt 의 방법을 시도해 보세요.[/record]
%hnt 의 이름으로 불리는 말씀드릴 수 있겠네요.[/record]
%hnt 쪽으로 가셔야 합니다.[/record]
%key 의 위치는 %hnt 어딘가에 있습니다.[/record]
북쪽으로 가세요... 아니, 동쪽... 아니, %hnt 입니다.[/record]
그건 쉽죠, %pcf. %hnt 입니다.[/record]
마지막으로 확인했을 때는 %hnt 였습니다.[/record]
물론 도와드려야죠. 그냥 %hnt 쪽으로 가세요.[/record]
정말 쉬워요. %hnt 쪽으로 가시면 됩니다.[/record]
가장 좋은 방법은 %hnt 쪽으로 가는 겁니다.[/record]
당신이 해야 할 일은 %hnt 쪽으로 가는 겁니다.[/record]
제대로 된 사람에게 물어보셨군요. %hnt 에서 찾아보세요.[/record]
간단해요. %hnt 에서 찾으실 수 있을 겁니다.[/record]
그건 %hnt 입니다.[/record]
%hnt 에서 찾으실 수 있을 겁니다.[/end]"
7272,"우리 지도에 따르면 %key 의 정체는 %hnt 입니다.[/record]
흠. %key 의 정체는 %hnt 의 이름으로 불리는 지시받았던 기억이 나는군요.[/record]
%pcn 인가요? %key 의 정체가 %hnt 관련 사실을 밝히는 건 어렵지 않죠.[/record]
방향 감각이 없으신가요, %pcf? %hnt 의 방법을 시도해 보세요.[/record]
%hnt 쪽으로 가세요.[/end]"
7273,"친애하는 친구여, %hnt 의 방법을 시도해 보세요.[/record]
하층민들은 길을 너무 쉽게 잃더군요. %hnt 쪽으로 가세요.[/record]
어디 보자, 궁전은 저쪽에 있고... %key 의 정체는 %hnt 입니다.[/record]
제 개인 서기가 %key 의 정체는 %hnt 의 이름으로 불리는 확언하더군요.[/record]
%hnt 의 방법을 시도해 보세요. 제 마차 운전사가 그렇게 가거든요.[/end]"
7274,"%key 쪽으로 가는 골목길 지름길을 알아요. %hnt 시도를 권합니다.[/record]
당신은 괜찮은 %ra 군요. %hnt 쪽으로 가세요.[/record]
%key 근처에서 금을 좀 챙겼죠. %hnt 쪽으로 가세요.[/record]
어제 거기서 누군가를 찔렀어요. %hnt 입니다.[/record]
%key 요? 동전 좀 챙기시려고요? 아니라고요? 음, %hnt 입니다.[/end]"
7275,"오, 호! %hnt[/record]
%fn 께서 저에게 이렇게 말했죠. %hnt[/record]
당신은 좋은 사람이군요, %pcf. %hnt[/record]
%hnt[/record]
모두가 이 이야기는 들어봤을 겁니다. %hnt2[/record]
%hnt[/record]
제가 아는 건 이게 전부입니다. %hnt[/record]
그건 도와드릴 수 있어요. %hnt2[/record]
오, 그건 쉬워요. %hnt[/record]
아, %key. %hnt[/record]
음, 마치 이미 알고 계신 것처럼 말이죠. %hnt[/record]
꼭 알아야겠다면, 알려드리죠. %hnt[/record]
당신이 알 바 아니라고 생각하는데요. %hnt[/end]"
7276,"사람들이 이렇게 말하더군요. %hnt[/record]
참 좋은 이야기죠. %hnt[/record]
%hnt[/record]
남의 뒷담화나 하는 사람으로 보이고 싶진 않지만... %hnt[/record]
누가 생각이나 했겠어요. %hnt[/record]
%hnt 더 알려드릴 수 있으면 좋을 텐데요.[/record]
%hnt 유감스럽지만 제가 아는 건 여기까지입니다.[/record]
오, 네. %hnt[/record]
%hnt 하지만 이미 알고 계실지도 모르겠네요.[/record]
뭐라고요? %hnt 제가 아는 건 여기까지입니다.[/record]
음, 아마 이미 알고 계실지도 모르겠네요. %hnt[/end]"
7277,"고서들에 아주 구체적으로 나와 있습니다. %hnt[/record]
제 점술은 거의 틀리지 않죠. %hnt[/record]
일부 출처는 의견이 다르지만, 저는 확신합니다. %hnt2[/record]
해로울 건 없다고 봅니다. %hnt2[/record]
저에게 물어보신 건 당신에게 이득입니다. 아는 사람이 거의 없거든요. %hnt2[/record]
%key 요? %hnt[/record]
%hnt 이미 알고 계실 텐데요.[/record]
%hnt2 제가 알려드릴 수 있는 최선이라고 생각합니다.[/record]
%hnt 하지만 모두가 아는 사실이죠.[/record]
%hnt[/record]
%hnt 지금 그 이야기를 하시는 건가요?[/end]"
7278,"친애하는 %pcf. %hnt 모르셨나요?[/record]
궁정 내의 이야기는 참 재미있죠. %hnt[/record]
제 첩자들이 이 일에 대해 말해주더군요. %hnt2[/record]
%hnt[/record]
제 정보원은 흠잡을 데가 없습니다. %hnt2[/record]
%hnt 더 많은 내용이 있을지도 모르죠.[/record]
%hnt 다른 사람이 전체 이야기를 알고 있을지도 모릅니다.[/end]"
7279,"%hnt 적어도 거리의 소문은 그렇습니다.[/record]
%oth. 모르시나요? %hnt[/record]
진짜 이야기는 이겁니다. %hnt2[/record]
어떤 녀석한테 이 정보를 억지로 캐냈죠. %hnt2[/record]
저한테는 연락책이 있거든요. %hnt2[/record]
제가 물어볼 만한 적임자는 아니군요. %hnt 제가 아는 건 여기까지입니다.[/record]
다른 사람에게 물어보세요, %pcf. %hnt. 누구나 말해줄 수 있는 내용이죠.[/end]"
7280,"%pcn! 도와드릴 수 있다면 좋을 텐데. %key 에 대해서는 정말 아는 게 하나도 없어요.[/record]
당신 %pcf 의 뜻을 위해서라면 언더킹의 속옷이라도 팔겠지만, 용서하세요. 정말 모르겠네요.[/record]
이런 말씀을 드리는 게 괴롭지만, 특히 당신에게는 더더욱, 단서조차 없네요.[/record]
저를 원망하지 마세요, 답을 가지고 있지 않거든요.[/record]
당신이 우리 %pcf 의 뜻을 위해 해준 일을 생각하면 %key 에 대해 알려드리고 싶지만, 모르겠네요.[/end]"
7281,"%hnr, 제가 알았다면 확실히 알려드렸을 텐데요.[/record]
저를 의지할 수 있다는 건 아시죠, %pcf. 하지만 %key 에 관해서는 정말 모르겠네요.[/record]
%hnr 에 대해서는 모르겠어요. 저를 나쁘게 생각하지 마세요.[/record]
%key 에 대해 알 수만 있다면 무엇이든 하겠어요. 미안해요, %hnr.[/record]
%oth. 이렇게 간단한 질문인데 제가 모르다니. 용서를 빕니다, %hnr.[/end]"
7282,"충성스러운 후원자여, %key 에 대해 무지함을 인정하는 것이 슬프군요.[/record]
저는 정보의 샘입니다, %pcf. 안타깝게도 %key 에 대한 데이터는 전혀 없네요.[/record]
제가 할 수 있다면 답해드렸을 거라는 건 아시겠죠. %key 의 정체는 저에게 수수께끼입니다.[/record]
당신은 저의 충성스러운 동지이지만, 이 고서들 중 어디에도 %key 에 대한 언급은 없군요.[/record]
당신은 제가 깊이 신뢰하는 동맹이지만, 저도 답을 모르겠네요.[/end]"
7283,"저에 대한 당신의 충성심은 나무랄 데 없지만, %key 에 대해서는 정말 모르겠네요.[/record]
저의 가장 충성스러운 지지자 중 한 분으로서, 답을 알기만 했다면 알려드렸을 겁니다.[/record]
%key 요? 전혀 모르겠네요, 친애하는 %pcf.[/record]
%key 에 대해 들은 적은 있는데, 내용을 잊어버렸네요.[/record]
당신을 전적으로 신뢰하기에, 제가 모른다고 말씀드리는 걸 이해해 주시길 바랍니다.[/end]"
7284,"당신은 저에게 형제 같은 분입니다, %pcf. 하지만 모르는 걸 알려드릴 수는 없죠.[/record]
%key 요? %key 에 대해 들어본 적 없어요.[/record]
이봐요, 골목길에서라면 당신에게 제 등을 맡길 수도 있지만, %key 에 대해서는 아는 게 없네요. 당신은 저를 밀고한 적이 없죠, %pcf. 하지만 모르는 건 모르는 겁니다.[/record]
%key 에 대해 들어본 적 있는 것 같은데... 아니네요. 당신에게라면 거의 무엇이든 말해줄 거라는 거 아시죠, 하지만 기억이 안 나네요.[/end]"
7285,"%hnr %pcf 의 뜻을 위해서라면 무엇이든 하죠. %hnt 입니다.[/record]
기꺼이, %hnr. %hnt 쪽으로 가세요.[/record]
영광입니다. %hnt 시도를 권합니다.[/record]
직접 데려다드리고 싶지만, 여기서 해야 할 일이 있네요. %hnt 입니다.[/record]
%hnr %pcf 의 조력을 구하는 건 제 하루의 햇살과 같죠. %hnt 쪽으로 가세요.[/record]
잠시만요. %hnt 입니다.[/record]
%hnt 의 행방을 찾아보시는 게 좋을 겁니다.[/end]"
7286,"네, %hnr. 기꺼이요. %hnt 쪽으로 가세요.[/record]
존경하는 %pcn 의 뜻을 위해, %hnt 쪽으로 가세요.[/record]
당신은 항상 저와 제 사람들을 위해 잘해주셨죠, %hnr %pcf. %hnt 입니다.[/record]
당신에게 호의를 베푸는 건 즐거운 일이죠, %pcf. %hnt 시도를 권합니다.[/record]
제 기쁨입니다, %hnr %pcf. %hnt 입니다.[/record]
%key %hnt 에서 찾으실 수 있을 겁니다.[/record]
네, 그 위치는 알고 있습니다. %hnt 입니다.[/record]
잠시 생각 좀 해보고요... %key 의 정체는 %hnt 입니다.[/record]
알겠습니다... %key 의 정체는 %hnt 입니다.[/end]"
7287,"기꺼이 해드리겠습니다. %hnt 입니다.[/record]
당신을 위해서라면 당연하죠. %hnt 쪽으로 가보세요.[/record]
아주 간단한 일입니다. %hnt 시도를 권합니다.[/record]
기쁜 마음으로 %hnr 하겠습니다. %hnt 입니다.[/record]
사소한 부탁이군요. %hnt 쪽으로 가보세요.[/end]"
7288,"당신의 충성심을 생각하면 당연히 해드려야죠. %hnt 입니다.[/record]
충성스러운 신하를 위해 이 정도는 해야죠. %hnt 쪽으로 가보세요.[/record]
식은 죽 먹기입니다. %hnt 시도를 권합니다.[/record]
당신은 항상 저를 도와주었으니, 이제 보답할 차례군요. %hnt 입니다.[/record]
물론이죠. 우리가 항상 친구 사이가 아니었습니까? %hnt 쪽으로 가보세요.[/record]
.[/end]"
7289,"두 번 말할 필요도 없지. %hnt 개체가야.[/record]
너를 위해서라면? 문제없어. %hnt 쪽으로 가봐.[/record]
잘 알려진 건 아니지만, %hnt 개체를 시도해봐.[/record]
이걸 안 하면 네 목을 그어야 할 테니까(윙크하며 낄낄거림), %hnt 개체가야.[/record]
%hnt 쪽으로 가봐. 등 뒤를 조심하고. %pcf[/end]"
7290,"당신을 믿습니다. %hnt[/record]
대부분의 사람들은 이미 알고 있는 사실입니다. %hnt[/record]
사실 이런 말을 하면 안 되는데 말이죠. %hnt2[/record]
%hnt2 당신이라면 올바른 일을 하리라 믿습니다. %pcf[/record]
이런 이야기를 할 수 있는 몇 안 되는 사람이 바로 당신입니다. %hnt2[/record]
사실, 제가 아는 정보가 하나 있습니다. %hnt2[/record]
제대로 된 사람에게 물어보셨군요. %hnt2[/end]"
7291,"실례지만 %hnr %pcf, 대부분의 사람들은 이미 알고 있는 내용입니다. %hnt[/record]
언제나 당신을 돕게 되어 기쁩니다, %pcf. %hnt[/record]
제 사촌이 말해주더군요. %hnt[/record]
이런저런 이야기를 들었습니다. %hnt2 도움이 될까요?[/record]
당신을 위해 이 정보를 아껴두고 있었습니다 %hnr %pcf. %hnt2[/record]
당신이 이미 무엇을 알고 있는지 확실치 않군요. %hnt[/record]
음, 아마 이미 알고 계실지도 모르겠네요. %hnt[/end]"
7292,"%hnt %hnt 의 이름으로 불리는 것은 상식입니다.[/record]
비밀이지만, 제 연구 결과는 이렇습니다. %hnt2[/record]
신뢰는 신뢰를 낳는 법이죠. %hnt2[/record]
제 점괘가 많은 것을 알려주었습니다. %hnt2[/record]
개인적인 점술로 많은 것을 보았습니다. %hnt2[/record]
아, 그렇군요. 모두가 아는 사실은 아니죠. %hnt2[/record]
이 사실을 알면 흥미로울 겁니다. %hnt[/record]
음... %hnt. 도움이 될까요?[/record]
더 알고 싶으신가요? %hnt2 그렇겠죠.[/end]"
7293,"%t 에 대한 당신의 충성심은 보상을 받을 것입니다. %hnt[/record]
당신은 항상 저에게 충성스러웠습니다. %hnt[/record]
저에게 물어본 건 행운이군요. 궁정 가십에는 이점이 많으니까요. %hnt2[/record]
언제나 당신을 돕게 되어 기쁩니다 %pcf. %hnt2[/record]
당신의 충실한 봉사는 제가 정보를 알려줄 충분한 이유가 됩니다. %hnt2[/end]"
7294,"저를 항상 믿으셔도 좋습니다, %pcf. %hnt[/record]
당신이 제 칼을 갈아주었으니, 이제 제가 당신의 칼을 갈아드릴 차례군요. %hnt2[/record]
술친구를 위해서라면 당연하죠. %hnt2[/record]
. %hnt2 적어도 도둑 길드에서는 그렇게 말하더군요.[/record]
%hnt2 다크 브라더후드에 온통 그 소문뿐입니다.[/end]"
7332,"... 잠시 당신의 지도에 %loc 의 위치를 표시해두겠습니다.[/record]
... 제가 %loc 의 위치를 지도에 표시해두는 게 가장 쉽겠군요.[/record]
... 잠깐만요, 지도에 %loc 의 위치를 보여드리겠습니다.[/record]
... 바로 여기입니다. 지도에서 %loc 의 위치를 보실 수 있습니다.[/record]
아주 가까운 곳입니다. 여기, 지도에 %loc 의 위치를 표시해드리죠.[/record]
지독하게 가까운 곳이군요. 지도에 %loc 의 위치를 표시하는 게 좋겠어요.[/record]
바로 저기입니다(지도상의 %loc 의 위치를 가리킴).[/end]"
7333,"여기서 %di [/record].
우리가 서 있는 곳에서 %di [/record].
저쪽 방향으로, 그냥 %di 쪽으로 계속 가세요.[/record]
저쪽 방향으로, %di [/record].
여기서 %di 떨어진 곳입니다.[/record]
%di 쪽으로 그리 멀지 않으니, 걷는 게 괜찮으시다면 가보세요.[/record]
여기서 %di, 제가 틀리지 않았다면 말이죠.[/record]
여기서 %di, 제 생각엔 그렇습니다.[/record]
%di, 조금 걸으셔야 할 겁니다.[/end]"
7700,Start inserting action type 99 here... (do not translate)[/end]
7701,"지루해 보이는 경비병이 말합니다. ""성 직원과 신뢰받는 손님만 저 문을 통과할 수 있다.""[/center]
[/center]
[/end]"
7702,"지루해 보이는 경비병이 말합니다. ""성 직원과 신뢰받는 손님만 저 문을 통과할 수 있다.""[/center]
[/center]
[/end]"
7703,"지루해 보이는 경비병이 말합니다. ""성 직원과 신뢰받는 손님만 저 문을 통과할 수 있다.""[/center]
[/center]
[/end]"
7704,"지루해 보이는 경비병이 말합니다. ""성 직원과 신뢰받는 손님만 저 문을 통과할 수 있다.""[/center]
[/center]
[/end]"
7705,"지루해 보이는 경비병이 말합니다. ""성 직원과 신뢰받는 손님만 저 문을 통과할 수 있다.""[/center]
[/center]
[/end]"
7717,"홀 뒤편에서 강하고 오크식 목소리가 으르렁거립니다. ""들어오는 자는 모두 무력 시험을 거쳐야 한다.""[/end]"
7764,"문 아래로 주문을 외는 소리와 기이하고 이질적인 소음이 새어 나옵니다. 유황과[/left]
해로운 물약 냄새가 코를 찌릅니다.[/left]
[/left]
[/end]"
7765,"문 너머에는 작은 곤충의 지저귐조차 없는 부자연스러운 침묵이 감돕니다.[/left]
Popudax가 말하는 소리가 들립니다. 우리 창고는[/left]
내가 신뢰하는 사람들에게만 개방된다.[/left]
[/left]
[/end]"
7766,"문 손잡이 위의 작은 문장 장식이[/left]
이곳이 왕족의 개인 침실임을 분명히 나타냅니다.[/left]
[/left]
[/end]"
7767,"문 뒤에서 대담하고 거친 남성들의 목소리가 울려 퍼집니다.[/left]
갑옷을 입은 남자들이 움직이는 듯한 희미한 금속 부딪히는 소리가 들립니다.[/left]
[/left]
[/end]"
7768,"문 너머로 금속이 금속에 부딪히는 규칙적인 소리가 울립니다. 문 자체가[/left]
손을 대면 약간 따뜻합니다.[/left]
[/left]
[/end]"
7769,"경비병이 말을 겁니다. ""조심하게, 종자여.[/left]
저 문은 지하 감옥으로 통하네. 허가받은 자들만 들어갈 수 있지.""[/left]
문 뒤에서 들려오는 희미한 울음소리와 낮고 불길한 으르렁거림이 등골을 오싹하게 만듭니다.[/left]
[/left]
[/left]
[/end]"
7770,"냄비와 팬이 부딪히는 소리와 갓 구운 빵 냄새가[/left]
이 문을 통해 흘러나옵니다.[/left]
[/end]"
8050,"당신, %pcn 의 경우[/center]
범죄 혐의를 받고 있습니다.%cri 만약 무죄를 주장하고[/center]
유죄 판결을 받게 되면,[/center]
처벌을 받게 될 것입니다.%pen 유죄를 인정하면[/center]
법원의 자비를 구할 수 있으며 당신의[/center]
형량은 훨씬 가벼워질 것입니다. 어떻게 하시겠습니까?[/center]
[/end]"
8052,"당신은 충분한 금을 가지고 있지 않습니다, %pcn. 당신은[/center]
추가로 %pdg 일 동안 감옥에 수감될 것입니다.[/center]
[/end]"
8053,"%dip 일 동안 기다리시겠습니까?[/center]
석방되는 날까지 말입니다.[/center]
[/end]"
8055,"당신은 유죄 판결을 받았으며,[/center]
%dip 일 동안 감옥에 수감될 것입니다. 오늘부터 시작입니다.[/center]
[/end]"
8057,"당신은 유죄 판결을 받았으며,[/center]
즉시 %gtp 금화를 벌금으로 납부해야 합니다.[/center]
[/end]"
8058,"당신은 유죄 판결을 받았으며,[/center]
%gtp 금화를 벌금으로 납부해야 합니다. 추가로, 당신은[/center]
%dip 일 동안 감옥에서 복역해야 합니다. 이상입니다.[/center]
[/end]"
8060,"%pcn, 당신은 %cn 의 사람들에 대한 범죄로 처형될 것입니다.[/center]
당신은 %prn 에 봉인되어[/center]
그 안의 악마들과 마주하게 될 것이며, 절대 풀려나지 못할 것입니다.[/center]
[/center]
[/end]"
8062,"%pcn, 이 법정은 당신에게 무죄를 선고합니다.[/center]
이제 자유롭게 떠나셔도 좋습니다.[/center]
[/end]"
8063,"%pcn, 이 법정은 당신에게 유죄를 선고하며,[/center]
당신의 범죄에 대한 대가로 %cn 에서 추방될 것입니다.[/center]
다시는 돌아오지 마십시오.[/center]
[/end]"
8064,"어떻게[/center]
에게 당신의 결백을 설득하시겠습니까?[/center]
[/end]"
8075,"당신 같은 %ra 에게 줄 일은 생각나지 않는군요.[/record]
왜 탐리엘에서 당신 같은 %ra 에게 일자리를 주겠습니까?[/record]
차라리 구두 수선 같은 기술을 배우는 게 어떨까요?[/record]
일자리요? 시간을 보낼 다른 일을 찾아보는 게 좋을 겁니다.[/record]
아, 술꾼들의 저주군요. 도와드릴 수 없습니다.[/record]
실업자라고요? 당분간은 계속 그렇게 지내겠군요.[/record]
일자리에 대해 들은 바가 전혀 없습니다.[/record]
실제로 일하고 싶어 하는 %ra 의 존재라니! 놀랍군요.[/record]
다른 지역을 알아보는 게 좋을 겁니다.[/record]
안타깝게도 일자리에 대해 아는 바가 없습니다.[/record]
...에게 확인해보는 게 어떨까요? 아, 딱히 생각나는 사람이 없군요.[/end]"
8076,"%pqn 에게 일거리가 있을지도 모릅니다. %pqp 에서 %g2|를 찾을 수 있을 겁니다.[/record]
%pqn 에게 확인해보세요. %g 는 보통 %pqp 에서 일거리를 찾습니다.[/record]
보수가 얼마인지는 모르겠지만, %pqn 개체가 %pqp 에서 할 일을 가지고 있습니다.[/record]
%pqn 개체가 당신 같은 사람을 찾아달라고 부탁했습니다. %pqp 에서 %g2|를 찾아보세요.[/record]
%pqn 개체가 해야 할 이 일에 당신이 딱 맞을 겁니다. %pqp 에서 %g2|를 찾으실 수 있습니다.[/record]
%pqp 개체가 당신이 가야 할 곳입니다. %pqn 의 이름으로 불리는 사람을 찾아보세요.[/end]"
8077,"당신은 %pqn 의 기도에 대한 응답이 될 것입니다. %pqp 에서 %g2|를 찾을 수 있습니다.[/record]
%pqp 쪽으로 가서 %pqn 의 행방을 찾아보세요. 당신은 %g3 의 일에 완벽할 겁니다.[/record]
저한테 들은 건 아니라고 하세요. %pqp 에서 %pqn 의 이름으로 불리는 사람을 찾아보세요.[/record]
%pqn 의 행방을 확인하면 %pqp 에서 당신에게 시킬 일을 가지고 있을지도 모릅니다.[/record]
사실, %pqn 의 요청으로 실업자 용병들을 %pqp 쪽으로 보내달라고 부탁받았습니다.[/record]
%pqp 에 있는 %pqn 에게 확인해보는 게 좋을 겁니다.[/record]
퀘스트를 말씀하시는 건가요? %pqn 에게 확인해보세요. %g 는 보통 %pqp 에 있습니다.[/record]
이렇게 하세요. %pqp 의 이름으로 불리는 곳으로 가서 %pqn 의 행방을 물어보세요.[/end]"
8078,"일자리가 전혀 없습니다.[/record]
요즘은 모두가 일자리를 찾고 있는 것 같군요.[/record]
실업자로 지내기엔 좋지 않은 시기인 것 같습니다.[/end]"
8100,"%n 의 은신처[/record]
%n 의 전당[/record]
%n 의 수용소[/record]
%n 의 동굴[/record]
%n 의 동굴[/record]
%n 의 구멍[/record]
%n 의 소굴[/record]
%n 의 구덩이[/record]
%n 의 구덩이[/record]
%n 의 감옥[/record]
%n 의 감옥[/record]
%n 의 우리[/record]
%n 의 지하 감옥[/record]
%n 의 지하 감옥[/record]
%n 의 요새[/record]
%n 의 요새[/record]
%n 의 광산[/record]
%n 의 동굴[/record]
%n 의 동굴[/end]"
8200,"%vn 의 금고[/record]
%vn 의 지하 묘지[/record]
%vn 의 무덤[/record]
%vn 의 무덤[/record]
%vn 의 무덤[/record]
%vn 의 영묘[/record]
%vn 의 납골당[/record]
%vn 의 고분[/record]
%vn 의 고분[/record]
%vn 의 돌무지[/record]
%vn 의 마스타바[/end]"
8201,%on[/end]
8202,"%mn 의 요새[/record]
%mn 성[/record]
%mn 성[/record]
%mn 의 요새[/record]
%mn 의 요새[/record]
%mn 의 요새[/record]
%mn 의 성채[/record]
%mn 탑[/record]
%mn 탑[/record]
%mn 의 탑[/record]
%mn 의 경비대[/record]
%mn 홀[/end]"
8203,"%mn 의 지하 감옥[/record]
%mn 의 감옥[/record]
%mn 감옥[/record]
%mn 의 감옥[/record]
%mn 의 감옥[/record]
%mn 의 교도소[/record]
%mn 교화소[/record]
%mn 교정 시설[/record]
%mn 수용소[/record]
%mn 의 수용소[/end]"
8204,"%dn 의 신전[/record]
%dn 대성당[/record]
%dn 수도원[/record]
%dn 의 수도원[/record]
%dn 민스터[/record]
%dn 의 수도원[/record]
%dn 저택[/record]
%dn 사제관[/record]
%dn 의 수녀원[/record]
%dn 회랑[/record]
%dn 의 수도원[/record]
%dn 의 성소[/record]
%dn 성소[/record]
%dn 은둔처[/record]
%dn 의 은둔처[/end]"
8205,"%mn 의 광산[/record]
%mn 광산[/record]
%mn 광맥[/record]
%mn 구덩이[/record]
%mn 채석장[/record]
%mn 의 채석장[/record]
%mn 발굴지[/record]
%mn 터널[/record]
%mn 발굴 현장[/end]"
8206,"%dn 동굴[/record]
%dn 동굴[/record]
%dn 의 동굴[/record]
%dn 의 동굴[/record]
%dn 의 석회암 동굴[/record]
%dn 석회암 동굴[/record]
%dn 의 은신처[/record]
%dn 의 구멍[/record]
%dn 구멍[/record]
%dn 골짜기[/record]
%dn 의 구덩이[/record]
%dn 의 소굴[/end]"
8207,"%fn 마녀회[/record]
%fn 의 마녀회[/record]
%fn 의 숭배 집단[/record]
%fn 숭배 집단[/record]
%fn 의 결사[/record]
%fn 결사[/record]
%fn 전통[/record]
%fn 의 테네브리움[/end]"
8208,"%vn 의 소굴[/record]
%vn 의 집[/record]
%vn 성[/record]
%vn 홀[/record]
%vn 의 소굴[/record]
%vn 의 집[/record]
%vn 성[/record]
%vn 홀[/record]
%vn 의 소굴[/record]
%vn 의 집[/record]
%vn 성[/record]
%vn 홀[/record]
%vn 마구간[/end]"
8209,"%mn 실험실[/record]
%mn 실험실[/record]
%mn 실험실[/record]
%mn 의 실험실[/record]
%mn 아카데미[/record]
%mn 의 학파[/end]"
8210,"%on 의 둥지[/record]
%on 의 둥지[/record]
%on 둥지[/record]
%on 둥지[/record]
%on 마구간[/record]
%on 둥지[/record]
%on 닭장[/record]
%on 의 횃대[/record]
%on 의 조류 사육장[/record]
%on 의 횃대[/record]
%on 의 조류 사육장[/record]
%on 조류 사육장[/record]
%on 조류 사육장[/end]"
8211,"%ln 성[/record]
%ln 의 성[/record]
%ln 의 요새[/record]
%ln 의 요새[/record]
%ln 의 요새[/record]
%ln 의 성채[/record]
%ln 탑[/record]
%ln 의 탑[/record]
%ln 의 경비대[/record]
%ln 홀[/record]
%ln 의 집[/record]
%ln 유적[/record]
%ln 잔해[/end]"
8212,"%on 의 둥지[/record]
%on 의 둥지[/record]
%on 둥지[/record]
%on 의 거미줄[/record]
%on 의 거미줄[/record]
%on 의 거미줄[/record]
%on 의 거미줄[/record]
%on 거미줄[/record]
%on 거미줄[/record]
%on 의 은신처[/record]
%on 은신처[/end]"
8213,%on[/end]
8214,"%dn 의 소굴[/record]
%mn 의 은신처[/record]
%mn 의 소굴[/record]
%mn 의 방[/end]"
8215,"%fn 의 모임[/record]
%fn 의 집회[/record]
%fn 집회[/record]
%fn 의 소집[/record]
%fn 평의회[/record]
%fn 의 콘클라베[/record]
%fn 수렴[/record]
%fn 의 공동체[/record]
%fn 의 서클[/record]
%fn 서클[/end]"
8350,"오늘 %cn 의 사람들은[/center]
새해를 기념하여 새 삶의 축제를 열고 있습니다.[/center]
황제는 새 삶의 연설에서 또다시 세금[/center]
인상을 명령했고, 이에 대한 불평이[/center]
많습니다. 하지만 재정적인[/center]
어려움에도 불구하고, %ct 내 모든 선술집에서 무료 맥주를 제공하는[/center]
새 삶의 축제 전통은 계속되고 있습니다.[/center]
%cn 의 사람들은 확실히 어떻게[/center]
축제를 즐겨야 하는지 알고 있군요...[/center]
[/end]"
8351,"청소의 날은 새 삶의 축제 다음 날 하이 락의 대부분 마을에서 열리는 축제입니다. 한때는[/center]
새 삶의 축제 이후를 정리하는 날이었지만, 지금은 그 자체로 파티가 되었습니다.[/center]
[/center]
[/center]
[/end]"
8352,"Ovank'a는 알리크르 사막의 사람들이 온화하고[/center]
자비로운 한 해를 기원하며 스텐다르에게 기도를 올리는 날입니다. 매우 신성하게 여겨집니다.[/center]
[/center]
[/end]"
8353,"새벽별의 달 15일은[/center]
%cn 에서 매우 중요하게 여겨지는 휴일로,[/center]
이곳에서는 이를 남풍의 기도라 부릅니다. 이는 탐리엘의 모든 종교가[/center]
좋은 파종기를 기원하는 의식입니다. 탐리엘에 알려진 온갖 질병에 시달리는 시민들이[/center]
%ct 의 사원으로 몰려드는데, 이는 성직자들이 이날 무료로 치유를[/center]
행한다고 알려져 있기 때문입니다.[/center]
이 서비스의 가치를 인정받는 이는 극소수에 불과하지만,[/center]
사원의 평소 가격을 감당할 수 있는 사람도 거의 없습니다...[/center]
[/center]
[/end]"
8354,"빛의 날은 일리악 만의 해머펠 대부분 마을에서 성일로 기념됩니다.[/center]
농사와 어업이 풍요로운 한 해가 되기를 기원하며, 매우 진지하게[/center]
받아들여집니다.[/center]
[/center]
[/end]"
8355,"예오스 버로우랜드 사람들은 아주 오래전, 길고 추운 겨울이 지난 후[/center]
자연의 정령들을 깨우기 위해 각성의 날을 만들었습니다.[/center]
이날은 겨울의 끝을 알리는 일종의 광란적인 축제로 발전했습니다.[/center]
[/center]
[/end]"
8356,"미친 펠라기우스는 하이 락의 사소하고 작은 전통으로, 최근 역사상 가장[/center]
미친 황제 중 한 명인 펠라기우스 셉팀 2세를 조롱 섞인 방식으로 추모합니다.[/center]
그는 약 350년 전에 사망했기에, 이후의 셉팀가 사람들은 이를[/center]
유머러스하게 받아들여 왔습니다.[/center]
[/center]
[/end]"
